title,type,source,episodes,status,rating,score,scored_by,rank,popularity,members,favorites,year,season,has_year,has_season,genres,demographics
Bishoku-ke no Rule,Ova,Original,0,Currently Airing,RX - HENTAI,6.02,373.0,99999,12735,1657,6,-1,Unknown,0,0,Hentai,
"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made Recap",Tv Special,Light Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,750.0,9992,11774,2233,7,-1,Unknown,0,0,"Action, Adventure, Fantasy",
Meitantei Pikachu: Kareinaru Morning Routine,Ona,Game,1,Finished Airing,PG - CHILDREN,6.02,420.0,9970,15006,887,0,-1,Unknown,0,0,"Comedy, Fantasy",Kids
Sea Cat,Movie,Original,1,Finished Airing,G - ALL AGES,6.02,184.0,10001,19275,360,0,-1,Unknown,0,0,Drama,Kids
Fangkemeng: Bu Yuan Zhi Dao de Fangxing Baokemeng?!,Ona,Game,5,Finished Airing,PG - CHILDREN,6.02,273.0,9986,15814,715,1,-1,Unknown,0,0,"Action, Adventure, Comedy, Fantasy",Kids
Hot Minute: Aggretsuko,Ona,Other,1,Finished Airing,G - ALL AGES,6.02,829.0,9997,11930,2133,1,-1,Unknown,0,0,Comedy,Kids
Suisei Halation,Music,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,165.0,99999,19528,344,0,-1,Unknown,0,0,,
Rainbow Stairway,Music,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,164.0,99999,19679,334,0,-1,Unknown,0,0,,
At Atelier,Music,Original,1,Finished Airing,G - ALL AGES,6.02,230.0,99999,18312,433,0,-1,Unknown,0,0,,
Mattaku Mi ni Naranai Kiseki,Music,Original,1,Finished Airing,G - ALL AGES,6.02,106.0,99999,22453,183,0,-1,Unknown,0,0,,
Wanna,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,108.0,99999,22060,201,0,-1,Unknown,0,0,,
Rakka-sei,Ona,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,305.0,9983,16124,665,1,-1,Unknown,0,0,Supernatural,
Quanzhi Fashi: Q Ban Xiao Juchang,Ona,Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,133.0,9983,16235,648,1,-1,Unknown,0,0,Comedy,
LOL: Lots of Laugh,Music,Original,1,Finished Airing,G - ALL AGES,6.02,168.0,99999,20060,310,1,-1,Unknown,0,0,,
Space Bug,Tv,Original,26,Finished Airing,PG - CHILDREN,6.02,213.0,10006,14695,966,3,2018,Summer,1,1,Adventure,
Maro no Kanja wa Gatenkei,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,6.02,2462.0,99999,8265,6397,10,-1,Unknown,0,0,Hentai,
Kuraibito,Ova,Visual Novel,1,Finished Airing,RX - HENTAI,6.02,2876.0,99999,7810,7365,8,-1,Unknown,0,0,Hentai,
Yariman Fudousan,Ova,Manga,2,Finished Airing,RX - HENTAI,6.02,1851.0,99999,9171,4913,7,-1,Unknown,0,0,Hentai,
Daraku: Onna Kyoushi Hakai,Ova,Manga,3,Finished Airing,RX - HENTAI,6.02,2048.0,99999,8768,5559,16,-1,Unknown,0,0,Hentai,
Classmate no Okaasan,Ova,Visual Novel,2,Finished Airing,RX - HENTAI,6.02,2349.0,99999,8013,6896,18,-1,Unknown,0,0,Hentai,
Haitokuzuma,Ova,Manga,2,Finished Airing,RX - HENTAI,6.02,2008.0,99999,8436,6083,37,-1,Unknown,0,0,Hentai,
Flowering Heart,Tv,Original,26,Finished Airing,PG - CHILDREN,6.02,2563.0,9988,8562,5885,23,2016,Winter,1,1,,Kids
Usamimi Bouken-tan: Sexual Harassment Shinagara Sekai wo Sukue,Ova,Other,4,Finished Airing,RX - HENTAI,6.02,1788.0,99999,9266,4775,15,-1,Unknown,0,0,Hentai,
Virtua Fighter: Costomize Clip,Ova,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,210.0,10017,14871,924,0,-1,Unknown,0,0,"Action, Drama",
A Tang Qi Yu,Movie,Original,1,Finished Airing,G - ALL AGES,6.02,128.0,9979,17969,457,0,-1,Unknown,0,0,"Adventure, Comedy",Kids
Sleeping Beauty,Music,Original,1,Finished Airing,G - ALL AGES,6.02,208.0,99999,18592,412,0,-1,Unknown,0,0,,
Revisions,Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,21082.0,9981,2876,68327,82,2019,Winter,1,1,"Action, Sci-Fi",
Mou Hitotsu no Mirai wo.,Ona,Original,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,4576.0,9978,6754,10512,3,-1,Unknown,0,0,Sci-Fi,
Lost,Music,Original,1,Finished Airing,G - ALL AGES,6.02,187.0,99999,19152,368,0,-1,Unknown,0,0,,
Sin: Nanatsu no Taizai Zange-roku Specials,Special,Other,7,Finished Airing,R+ - MILD NUDITY,6.02,2604.0,10011,6852,10251,8,-1,Unknown,0,0,"Fantasy, Ecchi",
Timeless,Music,Original,1,Finished Airing,G - ALL AGES,6.02,232.0,99999,18412,425,0,-1,Unknown,0,0,,
Shinkansen Henkei Robo Shinkalion,Ona,Other,11,Finished Airing,G - ALL AGES,6.02,168.0,10002,14347,1066,1,-1,Unknown,0,0,,Kids
Kaettekita Dr. Slump: Arale-chan Special,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,115.0,9966,15819,715,0,-1,Unknown,0,0,"Comedy, Sci-Fi",Shounen
Balala Xiao Mo Xian: Feiyue Cai Ling Bao,Tv,Original,26,Finished Airing,PG - CHILDREN,6.02,219.0,9982,13954,1172,2,2016,Fall,1,1,"Comedy, Fantasy",
Hatsune Miku: Hiyashite Narasou Okashi no Ii Oto,Cm,Original,1,Finished Airing,G - ALL AGES,6.02,1622.0,99999,10813,2965,6,-1,Unknown,0,0,,
Shuang Yue Zhi Cheng,Ona,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,146.0,10010,15195,843,0,-1,Unknown,0,0,Sci-Fi,
Jie Mo Ren,Ona,Web Manga,14,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,1872.0,9971,6818,10325,30,-1,Unknown,0,0,"Action, Fantasy, Mystery, Supernatural",
Prism Ark Specials,Special,Unknown,6,Finished Airing,R+ - MILD NUDITY,6.02,790.0,9975,11447,2456,0,-1,Unknown,0,0,"Action, Comedy, Drama, Fantasy",
Kaze no You ni,Movie,Manga,1,Finished Airing,PG - CHILDREN,6.02,186.0,9968,12521,1770,0,-1,Unknown,0,0,"Drama, Slice of Life",
Riyuu,Music,Original,1,Finished Airing,PG - CHILDREN,6.02,167.0,99999,19647,337,0,-1,Unknown,0,0,Avant Garde,
Kaitou Tenshi Twin Angel,Ova,Game,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,2492.0,9967,8042,6842,3,-1,Unknown,0,0,Fantasy,
Gravity (2019),Music,Original,1,Finished Airing,G - ALL AGES,6.02,239.0,99999,18088,449,0,-1,Unknown,0,0,Avant Garde,
Hello Kitty no Shirayuki-hime (2001),Ova,Unknown,1,Finished Airing,G - ALL AGES,6.02,305.0,10001,14914,911,1,-1,Unknown,0,0,Fantasy,Kids
Sazae-san: Dawn to Ikka de Hawaii Ryokou,Tv Special,Unknown,1,Finished Airing,G - ALL AGES,6.02,127.0,10000,16906,562,1,-1,Unknown,0,0,Comedy,
Zou no Senaka: Tabidatsu Hi,Ova,Novel,2,Finished Airing,G - ALL AGES,6.02,317.0,10024,15706,731,0,-1,Unknown,0,0,"Drama, Slice of Life",Seinen
Anju to Zushioumaru,Movie,Other,1,Finished Airing,G - ALL AGES,6.02,1326.0,9981,10744,3023,5,-1,Unknown,0,0,Fantasy,
Sakura Capsule,Ova,Original,1,Finished Airing,G - ALL AGES,6.02,532.0,10005,12501,1783,2,-1,Unknown,0,0,Slice of Life,Kids
Hoshi ni Negai wo: Fantastic Cat,Ona,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,811.0,10002,11980,2106,0,-1,Unknown,0,0,"Adventure, Sci-Fi",
Wolverine,Tv,Other,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,13463.0,10013,4509,28655,25,2011,Winter,1,1,"Action, Drama",
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,Tv Special,Novel,1,Finished Airing,PG - CHILDREN,6.02,178.0,9984,16621,593,0,-1,Unknown,0,0,Fantasy,Kids
Koushin,Music,Original,1,Finished Airing,G - ALL AGES,6.02,116.0,99999,21413,235,0,-1,Unknown,0,0,Sci-Fi,
Fukuyama Gekijou: Natsu no Himitsu,Ova,4-Koma Manga,1,Finished Airing,G - ALL AGES,6.02,278.0,9990,15179,846,0,-1,Unknown,0,0,Fantasy,Kids
Hello Kitty no Mahou no Ringo,Ova,Unknown,1,Finished Airing,G - ALL AGES,6.02,167.0,9992,16365,629,0,-1,Unknown,0,0,Fantasy,Kids
Captain Future: Kareinaru Taiyokei Race,Special,Unknown,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,410.0,9984,13963,1168,2,-1,Unknown,0,0,"Action, Adventure, Sci-Fi",
Tanin no Kankei,Ova,Manga,2,Finished Airing,R+ - MILD NUDITY,6.02,1198.0,10008,10244,3494,5,-1,Unknown,0,0,"Comedy, Romance, Ecchi",
Fight Da!! Pyuta,Tv,Unknown,26,Finished Airing,G - ALL AGES,6.02,156.0,9987,15533,764,1,1968,Spring,1,1,"Action, Comedy, Sci-Fi",Shounen
Heisei Tensai Bakabon,Tv,Manga,46,Finished Airing,G - ALL AGES,6.02,404.0,9998,13526,1320,3,1990,Winter,1,1,"Comedy, Slice of Life",
Huckleberry no Bouken (Movie),Movie,Novel,1,Finished Airing,G - ALL AGES,6.02,125.0,9998,16959,556,0,-1,Unknown,0,0,"Adventure, Drama",
Sugar Bunnies,Tv,Unknown,26,Finished Airing,G - ALL AGES,6.02,263.0,10007,13029,1516,7,2007,Spring,1,1,,Kids
Zenryoku Usagi,Tv,Manga,52,Finished Airing,G - ALL AGES,6.02,374.0,10017,13493,1327,1,2008,Winter,1,1,Comedy,Kids
Tanken Driland: 1000-nen no Mahou,Tv,Unknown,51,Finished Airing,PG - CHILDREN,6.02,267.0,10010,12690,1682,0,2013,Spring,1,1,"Adventure, Fantasy",
Animal 1,Tv,Manga,27,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,169.0,9987,14773,949,1,1968,Spring,1,1,Sports,
Jinzou Konchuu Kabutoborg VxV,Tv,Unknown,52,Finished Airing,G - ALL AGES,6.02,286.0,9972,14407,1047,7,2006,Fall,1,1,"Action, Comedy, Fantasy",
gdgd Fairies 2 Episode 0,Special,Original,1,Finished Airing,PG - CHILDREN,6.02,312.0,9996,14637,981,0,-1,Unknown,0,0,"Comedy, Fantasy",
Michitekuru Toki no Mukou ni,Tv Special,Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,170.0,9973,15106,863,0,-1,Unknown,0,0,"Adventure, Fantasy, Romance",
Yowai Mushi,Special,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,1531.0,10015,11435,2467,0,-1,Unknown,0,0,Drama,
Shoujo Nosferatu,Movie,Original,1,Finished Airing,G - ALL AGES,6.02,479.0,10003,14330,1070,2,-1,Unknown,0,0,"Avant Garde, Horror",
To Heart: Remember My Memories Specials,Special,Visual Novel,7,Finished Airing,R+ - MILD NUDITY,6.02,1208.0,10010,10050,3742,1,-1,Unknown,0,0,"Comedy, Sci-Fi",
Dorami-chan: Aoi Straw Hat,Movie,Unknown,1,Finished Airing,G - ALL AGES,6.02,198.0,9985,16831,569,0,-1,Unknown,0,0,Fantasy,Kids
Move to the Future,Cm,Original,9,Finished Airing,G - ALL AGES,6.02,222.0,99999,14334,1068,1,-1,Unknown,0,0,Sci-Fi,
Beelzebuz,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,198.0,99999,18218,439,2,-1,Unknown,0,0,,
Wakusei Robo Danguard Ace,Tv,Original,56,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,650.0,10012,11638,2324,2,1977,Spring,1,1,Sci-Fi,
Hate You,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,1434.0,99999,11660,2310,3,-1,Unknown,0,0,Action,
Rhythmens,Ona,Original,5,Finished Airing,G - ALL AGES,6.02,122.0,9978,20094,307,0,-1,Unknown,0,0,Slice of Life,
Yousei Hime Ren,Ova,Original,2,Finished Airing,R+ - MILD NUDITY,6.02,2373.0,10015,9003,5165,7,-1,Unknown,0,0,"Adventure, Comedy, Fantasy",
Fushigi na Koala Blinky,Tv,Original,26,Finished Airing,G - ALL AGES,6.02,449.0,9996,13732,1247,2,1984,Summer,1,1,"Adventure, Comedy, Fantasy",Kids
Ken En Ken: Aoki Kagayaki,Tv,Game,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,5309.0,9976,5417,18392,22,2018,Fall,1,1,"Action, Adventure, Fantasy",
Platinum End,Tv,Manga,24,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),6.02,143943.0,9973,621,407440,2558,2021,Fall,1,1,"Drama, Supernatural, Suspense",Shounen
Puttsun Make Love,Ova,Manga,6,Finished Airing,R+ - MILD NUDITY,6.02,155.0,9981,15234,834,0,-1,Unknown,0,0,"Comedy, Romance, Ecchi",
Yuurei Deco,Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.02,7001.0,10015,5187,20543,43,2022,Summer,1,1,Sci-Fi,
Grrr Grrr Tummy,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,153.0,99999,20327,296,1,-1,Unknown,0,0,,
Science SARU x MBS Original Short Anime Daisakusen!,Tv Special,Original,4,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,195.0,10019,16190,653,0,-1,Unknown,0,0,,
Pokemon Sleep CMs,Cm,Game,0,Currently Airing,G - ALL AGES,6.01,130.0,99999,18313,434,0,-1,Unknown,0,0,"Fantasy, Slice of Life",
Kyozou no Carousel,Music,Other,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,237.0,99999,18352,430,0,-1,Unknown,0,0,Supernatural,
Tsuki ni Hoeru feat. Kaho Nakamura,Music,Original,1,Finished Airing,G - ALL AGES,6.01,123.0,99999,21344,240,0,-1,Unknown,0,0,,
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime,Ona,Light Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,545.0,10038,12216,1966,0,-1,Unknown,0,0,"Comedy, Fantasy",
Giant Killing (Music),Music,Original,1,Finished Airing,G - ALL AGES,6.01,110.0,99999,21523,228,0,-1,Unknown,0,0,Adventure,
Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun CM,Cm,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,211.0,99999,16884,564,0,-1,Unknown,0,0,Comedy,
Tayutaum,Movie,Original,1,Finished Airing,G - ALL AGES,6.01,155.0,10025,19577,341,0,-1,Unknown,0,0,Avant Garde,
I Can't Control Myself,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,328.0,99999,16323,637,1,-1,Unknown,0,0,,
Yue ni Hitozuma wa Netorareta.,Ova,Manga,2,Finished Airing,RX - HENTAI,6.01,1995.0,99999,8808,5502,13,-1,Unknown,0,0,Hentai,
Ling Yu 6th Season,Ona,Novel,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,454.0,10042,12653,1700,1,-1,Unknown,0,0,Fantasy,
Venus Blood: Brave,Ova,Visual Novel,4,Finished Airing,RX - HENTAI,6.01,1247.0,99999,9842,3990,9,-1,Unknown,0,0,Hentai,
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no desu ga... Anime Edition,Ova,Manga,1,Finished Airing,RX - HENTAI,6.01,1982.0,99999,9189,4882,20,-1,Unknown,0,0,Hentai,
Houkago Nyannyan,Ova,Manga,1,Finished Airing,RX - HENTAI,6.01,2105.0,99999,8390,6182,9,-1,Unknown,0,0,Hentai,
Septem Charm Magical Kanan,Ova,Visual Novel,4,Finished Airing,RX - HENTAI,6.01,965.0,99999,10610,3141,2,-1,Unknown,0,0,Hentai,
Yarima Queen,Ova,Unknown,1,Finished Airing,RX - HENTAI,6.01,1777.0,99999,9574,4325,16,-1,Unknown,0,0,"Comedy, Fantasy, Hentai",
Tales of the Rays,Pv,Game,2,Finished Airing,G - ALL AGES,6.01,1113.0,99999,9269,4766,3,-1,Unknown,0,0,Fantasy,
Dungeon Meshi PVs,Pv,Manga,2,Finished Airing,G - ALL AGES,6.01,1953.0,99999,9070,5084,4,-1,Unknown,0,0,"Fantasy, Gourmet",
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),Ona,Other,7,Finished Airing,PG - CHILDREN,6.01,120.0,10029,16613,596,2,-1,Unknown,0,0,"Adventure, Sci-Fi",
Slow Start: Web Yokoku Movie,Ona,4-Koma Manga,11,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,626.0,10022,10532,3199,1,-1,Unknown,0,0,Slice of Life,
Mo Ri Shu Guang,Ona,Novel,20,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),6.01,550.0,10046,8655,5765,13,-1,Unknown,0,0,"Action, Boys Love, Horror, Supernatural, Suspense",
Kedamono Damono,Music,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,866.0,99999,11959,2119,0,-1,Unknown,0,0,,
Hangyakusei Million Arthur,Tv,Game,10,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,8459.0,10066,3659,44014,58,2018,Fall,1,1,"Action, Comedy, Fantasy",
Qin Shi Mingyue: Yi Zhe Ru Shi,Ona,Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,122.0,10052,17027,547,1,-1,Unknown,0,0,Drama,
Yakin Byoutou Ni,Ova,Visual Novel,5,Finished Airing,RX - HENTAI,6.01,2161.0,99999,8557,5902,5,-1,Unknown,0,0,Hentai,
Konohana no Sakuya Mori,Movie,Original,1,Finished Airing,G - ALL AGES,6.01,346.0,10041,15137,855,1,-1,Unknown,0,0,Avant Garde,
Furiten-kun,Movie,Unknown,1,Finished Airing,R+ - MILD NUDITY,6.01,135.0,10061,16622,595,0,-1,Unknown,0,0,"Comedy, Slice of Life",Seinen
Tamayura no Yume,Movie,Original,1,Finished Airing,G - ALL AGES,6.01,293.0,10023,16836,570,0,-1,Unknown,0,0,Drama,
MahoYome: Aisatsu,Ona,Manga,1,Finished Airing,G - ALL AGES,6.01,4005.0,10051,6834,10290,4,-1,Unknown,0,0,,
Kabushikigaisha G-anime Saiyou Concept Movie,Ona,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,158.0,10035,18498,420,2,-1,Unknown,0,0,Slice of Life,
Wave!! Surfing Yappe!!,Movie,Mixed Media,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,1961.0,10033,5319,19334,67,-1,Unknown,0,0,"Slice of Life, Sports",
Heart no Kuni no Alice: Wonderful Wonder World,Movie,Visual Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,11446.0,10073,4235,32980,108,-1,Unknown,0,0,"Fantasy, Romance",Josei
Goal Line,Music,Mixed Media,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,457.0,99999,14109,1129,0,-1,Unknown,0,0,,
Tu Xia Zhi Qing Li Chuanshuo,Movie,Original,1,Finished Airing,PG - CHILDREN,6.01,110.0,10030,18043,452,0,-1,Unknown,0,0,"Action, Adventure, Comedy",
Electric Love feat. Hatsune Miku,Music,Original,1,Finished Airing,G - ALL AGES,6.01,541.0,99999,14742,956,0,-1,Unknown,0,0,,
Cinderella Girls Gekijou: Climax Season Specials,Special,4-Koma Manga,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,248.0,10056,14193,1108,0,-1,Unknown,0,0,"Comedy, Slice of Life",
Neko nanka Yondemo Konai.,Tv,Manga,12,Finished Airing,G - ALL AGES,6.01,748.0,10047,11780,2229,3,2015,Fall,1,1,Slice of Life,Seinen
Show By Rock!!: Legend of Shingan Crimsonz,Ona,Game,3,Finished Airing,G - ALL AGES,6.01,685.0,10021,11262,2594,2,-1,Unknown,0,0,Comedy,
Inferno Cop Specials,Special,Original,3,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,1811.0,10070,8903,5342,3,-1,Unknown,0,0,"Action, Comedy",
TV Yarou Nanaana: Kaibutsu Kraken wo Oe!,Tv,Original,24,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,414.0,10029,12594,1732,2,2020,Spring,1,1,"Adventure, Comedy",
Usavich Zero,Tv,Original,13,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,907.0,10031,11862,2183,1,2015,Spring,1,1,Comedy,
Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,311.0,10060,13964,1170,0,-1,Unknown,0,0,"Comedy, Sci-Fi",Shounen
Nobara no Julie,Tv,Original,13,Finished Airing,G - ALL AGES,6.01,456.0,10048,13476,1338,0,1979,Winter,1,1,"Adventure, Drama",
Digimon Savers 3D: Digital World Kiki Ippatsu!,Movie,Original,1,Finished Airing,PG - CHILDREN,6.01,2514.0,10058,8020,6883,2,-1,Unknown,0,0,"Action, Adventure, Fantasy, Supernatural",Kids
Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,Special,Manga,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,578.0,10062,13215,1435,0,-1,Unknown,0,0,"Comedy, Sci-Fi",Shounen
Tokimeki Memorial 4: Original Animation - Hajimari no Finder,Ova,Visual Novel,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,781.0,10033,11469,2444,1,-1,Unknown,0,0,,
Weiß Survive,Tv,Card Game,16,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,8877.0,10033,5021,22235,7,2009,Summer,1,1,"Comedy, Ecchi",
Into the Blue's,Music,Music,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,140.0,99999,19852,324,0,-1,Unknown,0,0,,
Puchitto Gargantia: Marumaru no Gargantia,Special,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,1556.0,10052,10308,3435,0,-1,Unknown,0,0,"Comedy, Sci-Fi",
Tengai Makyou: Ziria Oboro-hen,Ova,Game,2,Finished Airing,G - ALL AGES,6.01,168.0,10025,16141,661,0,-1,Unknown,0,0,"Adventure, Fantasy",
G.R.M.,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,149.0,10063,18924,388,0,-1,Unknown,0,0,"Fantasy, Sci-Fi",
Little Nemo Pilot (1987),Special,Picture Book,1,Finished Airing,G - ALL AGES,6.01,495.0,10043,13921,1187,2,-1,Unknown,0,0,Adventure,
Zero Duel Masters,Tv,Original,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,1008.0,10035,10907,2883,1,2007,Spring,1,1,"Adventure, Comedy, Sports",Kids
Play Ball,Tv,Manga,13,Finished Airing,G - ALL AGES,6.01,447.0,10050,13054,1502,2,2005,Summer,1,1,Sports,Shounen
Himitsukessha Taka no Tsume MAX,Tv,Unknown,38,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,139.0,10075,15692,734,0,2013,Spring,1,1,Comedy,
Madonna,Ova,Unknown,2,Finished Airing,R+ - MILD NUDITY,6.01,810.0,10044,11511,2414,2,-1,Unknown,0,0,"Comedy, Sports",
Ojamanga Yamada-kun (Movie),Movie,Unknown,1,Finished Airing,UNKNOWN,6.01,164.0,10048,16543,606,0,-1,Unknown,0,0,"Comedy, Slice of Life",
Chikkun Takkun,Tv,Manga,23,Finished Airing,PG - CHILDREN,6.01,471.0,10055,14219,1101,0,1984,Spring,1,1,"Comedy, Sci-Fi",
Densetsu Kyojin Ideon: Sesshoku-hen,Movie,Original,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,2434.0,10057,8898,5352,3,-1,Unknown,0,0,"Drama, Sci-Fi",
Koihime†Musou OVA Omake,Special,Visual Novel,1,Finished Airing,R+ - MILD NUDITY,6.01,604.0,10040,11847,2191,1,-1,Unknown,0,0,"Adventure, Comedy, Ecchi",
Kashi no Ki Mokku,Tv,Unknown,52,Finished Airing,G - ALL AGES,6.01,1360.0,10039,11038,2770,3,1972,Winter,1,1,"Adventure, Fantasy",
Yosuga no Sora,Tv,Visual Novel,12,Finished Airing,R+ - MILD NUDITY,6.01,278550.0,10040,455,530308,2664,2010,Fall,1,1,"Drama, Romance, Ecchi",
Grey: Digital Target,Movie,Manga,1,Finished Airing,R+ - MILD NUDITY,6.01,1327.0,10064,10360,3390,4,-1,Unknown,0,0,"Action, Drama, Sci-Fi",Shounen
Hajimari no Boukensha-tachi: Legend of Crystania,Movie,Light Novel,1,Finished Airing,R - 17+ (VIOLENCE & PROFANITY),6.01,2704.0,10073,8118,6695,11,-1,Unknown,0,0,"Action, Adventure, Fantasy, Supernatural",
Kakutou Ryouri Densetsu Bistro Recipe,Tv,Game,26,Finished Airing,G - ALL AGES,6.01,2544.0,10038,8618,5801,12,2002,Winter,1,1,"Adventure, Comedy, Fantasy, Gourmet",Shounen
Shuumatsu no Walküre Mini Anime,Ona,Manga,14,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,838.0,10020,9256,4785,10,-1,Unknown,0,0,Comedy,
Tobira wo Akete (1995),Ova,Original,1,Finished Airing,G - ALL AGES,6.01,2161.0,10026,9415,4530,5,-1,Unknown,0,0,"Avant Garde, Fantasy",
Tobidase! To the Cosmic!!,Music,Original,1,Finished Airing,G - ALL AGES,6.01,161.0,99999,20289,298,0,-1,Unknown,0,0,,
Fushigi Dagashiya: Zenitendou,Tv,Novel,0,Currently Airing,G - ALL AGES,6.01,224.0,10063,11812,2208,5,2020,Fall,1,1,Mystery,Kids
Rio: Rainbow Gate! Special,Special,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.01,2122.0,10053,8516,5950,2,-1,Unknown,0,0,"Comedy, Ecchi",
Bada-ui Jeonseol Jangbogo,Tv,Unknown,26,Finished Airing,G - ALL AGES,6.01,223.0,10054,14567,1002,4,-1,Unknown,0,0,"Action, Adventure, Comedy, Mystery",
Sorairo Utility x Birdie Wing: Golf Girls' Story Mini Anime,Ona,Original,2,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,216.0,10089,16805,573,0,-1,Unknown,0,0,"Comedy, Sports",
Kamitsubaki-shi Kensetsuchuu.,Tv,Other,12,Currently Airing,UNKNOWN,6.0,241.0,9951,8201,6548,27,2025,Summer,1,1,,
Shuumatsu no Walküre Mini Anime (Cartoon Network Nite),Tv,Manga,12,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,163.0,10095,15526,767,2,2021,Fall,1,1,"Action, Comedy",Seinen
The IDOLM@STER Cinderella Girls: Starlight Stage CMs,Cm,Game,10,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,130.0,99999,18851,393,0,-1,Unknown,0,0,,
Holy Angel's Carol,Music,Game,1,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,184.0,99999,19190,366,0,-1,Unknown,0,0,,
Petit! Tokyo Mew Mew New ♡,Ona,Manga,43,Finished Airing,PG-13 - TEENS 13 OR OLDER,6.0,283.0,10118,13965,1171,1,-1,Unknown,0,0,Comedy,Shoujo
